puid,x_coord_epsg4326,y_coord_epsg4326,species
75,114.437357,10.08004558,"Cuke,Trout"
76,115.2624091,10.32166747,"Cuke,Trout"
77,114.5441324,11.05882786,"Cuke,Trout"
78,115.9001799,9.323914043,"Cuke,Trout"
79,116.2744754,8.907268743,"Cuke,Trout"
80,116.5739277,9.100767903,"Cuke,Trout"
81,116.4990601,9.754883924,"Cuke,Trout"
82,115.8178097,10.69651008,"Cuke,Trout"
83,116.492751,11.1934744,"Cuke,Trout"
84,117.4272625,11.6943624,"Cuke,Trout"
85,117.0107287,10.65929962,"Cuke,Trout"
86,117.7596829,10.76617676,"Cuke,Trout"
87,117.3225266,10.27424554,"Cuke,Trout"
88,116.9332425,9.457718739,"Cuke,Trout"
89,121.6178016,19.11473922,"Cuke,Trout"
90,120.7510277,18.54299333,"Cuke,Trout"
91,120.4187114,17.66619809,"Cuke,Trout"
92,120.3356324,16.61931808,"Cuke,Trout"
93,119.9026638,15.95961143,"Cuke,Trout"
94,117.7776633,15.13508466,"Cuke,Trout"
95,119.9575747,15.12346813,"Cuke,Trout"
96,120.2290078,14.71023065,"Cuke,Trout"
97,120.6099418,14.07130914,"Cuke,Trout"
98,120.9682086,13.59084801,"Cuke,Trout"
99,120.2253382,13.79323661,"Cuke,Trout"
100,120.4816585,13.3249569,"Cuke,Trout"
101,120.8109895,12.75464391,"Cuke,Trout"
102,120.4366784,12.66061718,"Cuke,Trout"
103,122.2033739,18.39718038,"Cuke,Trout"
104,122.1734198,17.78124973,"Cuke,Trout"
105,122.3798682,17.02587933,"Cuke,Trout"
106,121.9967903,16.14651429,"Cuke,Trout"
107,121.5146422,15.3264987,"Cuke,Trout"
108,122.0639487,14.8156004,"Cuke,Trout"
109,122.3424658,14.28971463,"Cuke,Trout"
110,123.422896,13.99705934,"Cuke,Trout"
111,124.1723942,13.77900676,"Cuke,Trout"
112,123.935185,13.29775835,"Cuke,Trout"
113,124.0161607,12.99413887,"Cuke,Trout"
114,120.1250229,12.03048653,"Cuke,Trout"
115,119.62817,12.23679993,"Cuke,Trout"
116,119.4416033,11.83280921,"Cuke,Trout"
117,118.9701184,11.20626177,"Cuke,Trout"
118,119.3102723,11.06236198,"Cuke,Trout"
119,119.7736451,11.0353825,"Cuke,Trout"
120,118.2563906,9.047920376,"Cuke,Trout"
121,117.9865537,9.563431782,"Cuke,Trout"
122,118.3468921,7.784940153,"Cuke,Trout"
123,116.2309094,6.678491931,"Cuke,Trout"
124,116.5364633,6.652597985,"Cuke,Trout"
125,116.7664164,6.958356068,"Cuke,Trout"
126,117.0278111,7.95472104,"Cuke,Trout"
127,117.2686106,7.630617294,"Cuke,Trout"
128,118.3705468,7.101492621,"Cuke,Trout"
129,118.1459702,6.154627075,"Cuke,Trout"
130,116.9332383,6.682592602,"Cuke,Trout"
131,117.7117949,7.535030803,"Cuke,Trout"
132,117.5621627,6.96457482,"Cuke,Trout"
133,124.3763817,12.57819679,"Cuke,Trout"
134,125.2668321,12.31585655,"Cuke,Trout"
135,125.5195303,11.05994006,"Cuke,Trout"
136,124.4932229,11.74017607,"Cuke,Trout"
137,123.0963097,13.39961849,"Cuke,Trout"
138,123.0846727,12.99793801,"Cuke,Trout"
139,122.5926383,13.36893918,"Cuke,Trout"
140,121.8584349,13.75188452,"Cuke,Trout"
141,121.8909893,13.35006522,"Cuke,Trout"
142,121.3125519,12.13825873,"Cuke,Trout"
143,120.9716948,11.03012437,"Cuke,Trout"
144,121.1977406,9.685080656,"Cuke,Trout"
145,122.2885279,12.35630539,"Cuke,Trout"
146,121.877359,11.19775538,"Cuke,Trout"
147,122.6616756,10.52956619,"Cuke,Trout"
148,123.4972702,11.73350291,"Cuke,Trout"
149,125.8101158,9.895977123,"Cuke,Trout"
150,122.9640165,9.567322874,"Cuke,Trout"
151,124.0852143,10.39847881,"Cuke,Trout"
152,125.1119864,10.21061509,"Cuke,Trout"
153,126.3132489,8.544068539,"Cuke,Trout"
154,125.0432757,9.033632772,"Cuke,Trout"
155,123.5907534,9.204894622,"Cuke,Trout"
156,123.8793542,8.48807127,"Cuke,Trout"
157,122.4449741,7.928781964,"Cuke,Trout"
158,126.3046567,6.888147357,"Cuke,Trout"
159,125.672866,6.786124473,"Cuke,Trout"
160,126.8427368,4.257651919,"Cuke,Trout"
161,126.5901318,5.558685682,"Cuke,Trout"
162,125.6289461,4.558782146,"Cuke,Trout"
163,125.2726355,5.731040469,"Cuke,Trout"
164,124.237295,6.229780196,"Cuke,Trout"
165,123.9786016,6.855745202,"Cuke,Trout"
166,123.0230812,7.409142087,"Cuke,Trout"
167,120.009962,8.799297332,"Cuke,Trout"
168,121.0144673,5.792484099,"Cuke,Trout"
169,118.7616193,4.602284583,"Cuke,Trout"
170,118.5662284,1.619029482,"Cuke,Trout"
171,117.6804709,0.392063771,"Cuke,Trout"
172,117.053029,-1.144794185,"Cuke,Trout"
173,116.4432935,-2.701997405,"Cuke,Trout"
174,117.0230803,-2.399662886,"Cuke,Trout"
175,117.8658224,-2.779342162,"Cuke,Trout"
176,116.2146123,-3.958371261,"Cuke,Trout"
177,117.067983,-3.60935182,"Cuke,Trout"
178,116.9999098,-4.791838352,"Cuke,Trout"
179,115.6082388,-3.812423179,"Cuke,Trout"
180,115.7754196,-4.68664744,"Cuke,Trout"
181,114.5976227,-5.052142747,"Cuke,Trout"
182,114.4029858,-5.532382998,"Cuke,Trout"
183,115.6755976,-6.77371511,"Cuke,Trout"
184,114.3068896,-7.110726435,"Cuke,Trout"
185,114.6211981,-7.995267026,"Cuke,Trout"
186,114.4703641,-8.642799551,"Cuke,Trout"
187,115.2777865,-8.764152264,"Cuke,Trout"
188,115.6217097,-8.455066786,"Cuke,Trout"
189,116.013821,-8.63481971,"Cuke,Trout"
190,116.5220024,-8.69202755,"Cuke,Trout"
191,116.898351,-8.647580117,"Cuke,Trout"
192,117.4975457,-7.537734089,"Cuke,Trout"
193,117.8026028,-8.492658968,"Cuke,Trout"
194,118.5389622,-8.307443747,"Cuke,Trout"
195,118.4379798,-8.82903762,"Cuke,Trout"
196,118.5148008,-6.933217616,"Cuke,Trout"
197,117.2925686,-5.907311561,"Cuke,Trout"
198,117.8615094,-5.224736361,"Cuke,Trout"
199,118.4603785,-5.502366979,"Cuke,Trout"
200,118.4603784,-5.997254414,"Cuke,Trout"
201,118.9095361,-6.042214543,"Cuke,Trout"
202,118.55021,-4.962055633,"Cuke,Trout"
203,119.3153802,-4.843471481,"Cuke,Trout"
204,119.0733773,-2.72629055,"Cuke,Trout"
205,119.531954,-0.969679446,"Cuke,Trout"
206,120.2702817,0.735786305,"Cuke,Trout"
207,126.4104687,1.316890471,"Cuke,Trout"
208,126.1409741,0.955215462,"Cuke,Trout"
209,125.347468,4.056797911,"Cuke,Trout"
210,125.6119597,3.575525727,"Cuke,Trout"
211,125.5057359,3.098363423,"Cuke,Trout"
212,125.3566734,2.380614796,"Cuke,Trout"
213,124.35619,0.777974813,"Cuke,Trout"
214,124.702422,1.480553061,"Cuke,Trout"
215,121.3991523,1.265224349,"Cuke,Trout"
216,122.709591,0.991039595,"Cuke,Trout"
217,121.4210735,0.416402018,"Cuke,Trout"
218,120.3872377,-0.67025787,"Cuke,Trout"
219,122.0394614,-0.839165402,"Cuke,Trout"
220,122.329119,-0.443489283,"Cuke,Trout"
221,123.3181926,-0.825614675,"Cuke,Trout"
222,123.3189633,-1.734247417,"Cuke,Trout"
223,121.8421841,-1.878041165,"Cuke,Trout"
224,122.4585889,-3.229006519,"Cuke,Trout"
225,122.5589329,-4.854191817,"Cuke,Trout"
226,121.3202203,-4.164221201,"Cuke,Trout"
227,120.703769,-3.08591424,"Cuke,Trout"
228,120.4740944,-4.743932539,"Cuke,Trout"
229,120.3378112,-6.075467376,"Cuke,Trout"
230,121.4577481,-7.092638266,"Cuke,Trout"
231,122.727376,-6.177094818,"Cuke,Trout"
232,119.0951625,-8.5086044,"Cuke,Trout"
233,119.3287522,-8.478930092,"Cuke,Trout"
234,120.449512,-8.879048664,"Cuke,Trout"
235,119.7076662,-8.556796892,"Cuke,Trout"
236,120.7023773,-8.352191803,"Cuke,Trout"
237,121.4447907,-8.856352181,"Cuke,Trout"
238,119.7206495,-9.474836988,"Cuke,Trout"
239,120.1475978,-10.03764633,"Cuke,Trout"
240,121.7369327,-10.57353435,"Cuke,Trout"
241,123.9000985,-5.683905386,"Cuke,Trout"
242,123.357278,-10.45771329,"Cuke,Trout"
243,122.1735379,-8.428406309,"Cuke,Trout"
244,122.1135295,-8.121022258,"Cuke,Trout"
245,122.4580257,-8.687479529,"Cuke,Trout"
246,123.490956,-8.247813215,"Cuke,Trout"
247,123.3819169,-8.451219503,"Cuke,Trout"
248,123.5807756,-7.79266201,"Cuke,Trout"
249,125.0719789,-8.240343714,"Cuke,Trout"
250,124.2994435,-8.214025742,"Cuke,Trout"
251,124.1796377,-8.429230436,"Cuke,Trout"
252,124.6981601,-9.050428827,"Cuke,Trout"
253,125.781648,-9.134215925,"Cuke,Trout"
254,126.5152746,-8.92583889,"Cuke,Trout"
255,127.1577172,-8.468025063,"Cuke,Trout"
256,126.5195572,-8.444858497,"Cuke,Trout"
257,125.7816651,-8.526627905,"Cuke,Trout"
258,125.8644552,-7.929228503,"Cuke,Trout"
259,126.7248759,-7.717973132,"Cuke,Trout"
260,127.1740367,-8.016570075,"Cuke,Trout"
261,127.6771025,-5.439363601,"Cuke,Trout"
262,127.4563628,-7.562215322,"Cuke,Trout"
263,128.5664314,-7.209892721,"Cuke,Trout"
264,129.1503303,-6.985585318,"Cuke,Trout"
265,127.9055162,-8.195608327,"Cuke,Trout"
266,128.6612518,-8.210523243,"Cuke,Trout"
267,129.8007086,-7.921519703,"Cuke,Trout"
268,129.7393209,-6.526483739,"Cuke,Trout"
269,129.9049106,-4.55651005,"Cuke,Trout"
270,131.3182374,-7.56138258,"Cuke,Trout"
271,126.8077824,-3.807217608,"Cuke,Trout"
272,126.0511441,-3.282120331,"Cuke,Trout"
273,127.063039,-3.319920084,"Cuke,Trout"
274,125.0575959,-1.681631647,"Cuke,Trout"
275,124.3565916,-1.889025103,"Cuke,Trout"
276,125.0670826,-1.938344975,"Cuke,Trout"
277,126.0361819,-2.028698548,"Cuke,Trout"
278,127.6616878,-1.476651265,"Cuke,Trout"
279,127.4218439,-0.368530849,"Cuke,Trout"
280,128.3670004,-0.849809814,"Cuke,Trout"
281,128.791006,-1.471297159,"Cuke,Trout"
282,127.4551239,0.70433286,"Cuke,Trout"
283,127.7030259,1.984774313,"Cuke,Trout"
284,128.2500961,2.062521812,"Cuke,Trout"
285,128.2969154,1.372122145,"Cuke,Trout"
286,128.7311151,1.241537037,"Cuke,Trout"
287,128.5481308,0.70401974,"Cuke,Trout"
288,129.0155838,0.796968347,"Cuke,Trout"
289,128.3238815,0.222719546,"Cuke,Trout"
290,129.4871985,-0.069691111,"Cuke,Trout"
291,131.2613706,1.045636422,"Cuke,Trout"
292,131.1073734,0.477227664,"Cuke,Trout"
293,130.1534489,-0.072704543,"Cuke,Trout"
294,129.0604988,-1.124715627,"Cuke,Trout"
295,129.4198249,-1.189297847,"Cuke,Trout"
296,129.7891326,-1.205084667,"Cuke,Trout"
297,129.8090946,-0.823303042,"Cuke,Trout"
298,129.9138983,-0.446506937,"Cuke,Trout"
299,130.2498976,-1.844472027,"Cuke,Trout"
300,131.1202065,-0.097682928,"Cuke,Trout"
301,130.6484067,-0.590131044,"Cuke,Trout"
302,130.8400076,-1.352890323,"Cuke,Trout"
303,131.5757765,-1.873048814,"Cuke,Trout"
304,131.3932401,-0.777589042,"Cuke,Trout"
305,131.6206974,-2.6160739,"Cuke,Trout"
306,132.21583,-3.46269807,"Cuke,Trout"
307,128.1100827,-3.346974422,"Cuke,Trout"
308,129.378354,-2.862743942,"Cuke,Trout"
309,129.2850667,-3.391234658,"Cuke,Trout"
310,130.7182516,-3.342580791,"Cuke,Trout"
311,130.4079497,-3.672537234,"Cuke,Trout"
312,131.1171441,-3.953685093,"Cuke,Trout"
313,131.7145968,-4.622030944,"Cuke,Trout"
314,132.4446243,-5.640313958,"Cuke,Trout"
315,133.0131274,-5.624433017,"Cuke,Trout"
316,134.2258292,-5.871232931,"Cuke,Trout"
317,134.6356343,-6.282639279,"Cuke,Trout"
318,132.8046422,-3.625456639,"Cuke,Trout"
319,133.4622391,-4.195813689,"Cuke,Trout"
320,134.1449146,-3.8575003,"Cuke,Trout"
321,133.7103415,-0.707032738,"Cuke,Trout"
322,134.3066598,0.882873513,"Cuke,Trout"
323,135.9505511,-0.978506093,"Cuke,Trout"
324,134.8995481,-1.054384429,"Cuke,Trout"
325,134.3488189,-2.225071931,"Cuke,Trout"
326,134.8892548,-2.738430621,"Cuke,Trout"
327,135.8178697,-2.937182575,"Cuke,Trout"
328,135.7431686,-1.592488707,"Cuke,Trout"
329,136.3244619,-1.847956046,"Cuke,Trout"
330,136.2919368,-8.464023018,"Cuke,Trout"
331,120.4951774,6.140787395,"Cuke,Trout"
332,138.7173881,-1.576771701,"Cuke,Trout"
333,142.9245048,-1.667159574,"Cuke,Trout"
334,143.6132064,-1.30554817,"Cuke,Trout"
335,144.2609468,-1.315047563,"Cuke,Trout"
336,145.349947,-0.778086294,"Cuke,Trout"
337,145.0617403,-1.497664825,"Cuke,Trout"
338,144.5788937,-3.54167936,"Cuke,Trout"
339,145.9638069,-4.70169019,"Cuke,Trout"
340,147.0368885,-2.216799271,"Cuke,Trout"
341,146.353068,-2.887067161,"Cuke,Trout"
342,147.8652368,-3.398756859,"Cuke,Trout"
343,147.9251198,-3.970324181,"Cuke,Trout"
344,149.7037785,-1.504438721,"Cuke,Trout"
345,149.6768346,-2.6160739,"Cuke,Trout"
346,146.7273674,-4.886974031,"Cuke,Trout"
347,147.094168,-5.28477887,"Cuke,Trout"
348,147.1565137,-5.922277727,"Cuke,Trout"
349,147.8352882,-6.626421224,"Cuke,Trout"
350,148.4544191,-5.94740986,"Cuke,Trout"
351,149.426571,-6.151389098,"Cuke,Trout"
352,147.8128257,-5.457348815,"Cuke,Trout"
353,149.0532419,-5.461553347,"Cuke,Trout"
354,150.2286438,-5.309405935,"Cuke,Trout"
355,151.0937825,-5.086145409,"Cuke,Trout"
356,151.6820107,-4.327796064,"Cuke,Trout"
357,152.3187381,-4.564492747,"Cuke,Trout"
358,150.3901898,-2.538997359,"Cuke,Trout"
359,151.4203371,-3.104593107,"Cuke,Trout"
360,150.8446444,-2.977383999,"Cuke,Trout"
361,151.4077703,-2.904396207,"Cuke,Trout"
362,151.9290401,-2.725760816,"Cuke,Trout"
363,152.3118688,-3.6995923,"Cuke,Trout"
364,153.6563725,-4.051515458,"Cuke,Trout"
365,153.1802642,-3.519119525,"Cuke,Trout"
366,152.7414371,-3.862708806,"Cuke,Trout"
367,152.9257458,-4.696719802,"Cuke,Trout"
368,153.4087476,-1.820434781,"Cuke,Trout"
369,154.6134747,-3.268793592,"Cuke,Trout"
370,154.1594265,-4.484386003,"Cuke,Trout"
371,155.369906,-4.748042785,"Cuke,Trout"
372,156.9531884,-4.781844241,"Cuke,Trout"
373,159.4085819,-4.541484119,"Cuke,Trout"
374,159.3965883,-5.313262111,"Cuke,Trout"
375,159.3786396,-6.222039476,"Cuke,Trout"
376,154.6400196,-5.358226851,"Cuke,Trout"
377,155.5456787,-6.101947072,"Cuke,Trout"
378,155.9094627,-6.927801696,"Cuke,Trout"
379,156.6249527,-7.878615227,"Cuke,Trout"
380,157.6195337,-8.494076829,"Cuke,Trout"
381,157.1841307,-7.150610275,"Cuke,Trout"
382,159.0670868,-7.908284595,"Cuke,Trout"
383,159.6975416,-9.428529846,"Cuke,Trout"
384,159.1155595,-9.064039293,"Cuke,Trout"
385,160.2286899,-11.61461337,"Cuke,Trout"
386,155.7404717,-10.81128908,"Cuke,Trout"
387,160.3716217,-12.65183602,"Cuke,Trout"
388,160.2357423,-9.122953538,"Cuke,Trout"
389,161.0045346,-8.858205335,"Cuke,Trout"
390,160.6940143,-9.707506612,"Cuke,Trout"
391,161.8834668,-10.40340521,"Cuke,Trout"
392,162.8820692,-8.374573661,"Cuke,Trout"
393,166.3555297,-9.988486205,"Cuke,Trout"
394,165.9548438,-10.73726642,"Cuke,Trout"
395,166.7425561,-11.48484412,"Cuke,Trout"
396,168.8259254,-12.30234236,"Cuke,Trout"
397,169.8889285,-11.57996809,"Cuke,Trout"
398,148.0662309,-8.099655511,"Cuke,Trout"
399,148.8760438,-8.385282583,"Cuke,Trout"
400,148.4540992,-8.747052864,"Cuke,Trout"
401,149.4504165,-9.274366155,"Cuke,Trout"
402,149.6207411,-8.5617686,"Cuke,Trout"
403,150.5995111,-8.868840828,"Cuke,Trout"
404,151.3387178,-8.642858371,"Cuke,Trout"
405,151.8905266,-8.840727682,"Cuke,Trout"
406,151.9375901,-9.409340027,"Cuke,Trout"
407,150.7778534,-9.918703889,"Cuke,Trout"
408,152.8770746,-9.241978814,"Cuke,Trout"
409,152.9555842,-10.81863905,"Cuke,Trout"
410,154.0036938,-11.34999013,"Cuke,Trout"
411,152.9857772,-11.30394816,"Cuke,Trout"
412,151.9675257,-10.33725485,"Cuke,Trout"
413,151.2603693,-10.8099553,"Cuke,Trout"
414,149.7571054,-10.54291021,"Cuke,Trout"
415,148.5442698,-10.27052603,"Cuke,Trout"
416,147.3639262,-9.721211046,"Cuke,Trout"
417,146.4576906,-8.740783088,"Cuke,Trout"
418,145.6279944,-10.13385309,"Cuke,Trout"
419,144.8169508,-9.598079223,"Cuke,Trout"
420,144.5326846,-10.21418195,"Cuke,Trout"
421,141.5470812,-10.38174882,"Cuke,Trout"
422,141.591997,-9.535712108,"Cuke,Trout"
423,142.2791903,-10.2039413,"Cuke,Trout"
424,143.406854,-9.849261712,"Cuke,Trout"
425,151.4734651,-5.727381662,"Cuke,Trout"
1,120.8000828,-2.638129288,Mudcrab
2,121.0043133,-2.67801288,Mudcrab
3,120.6097755,-2.694955928,Mudcrab
4,122.1374673,-2.796404349,Mudcrab
5,120.4367882,-2.825701577,Mudcrab
6,122.2194183,-2.879808,Mudcrab
7,121.0692038,-2.902894124,Mudcrab
8,120.2776695,-2.928287786,Mudcrab
9,122.3323771,-3.01234636,Mudcrab
10,122.2799451,-3.003104896,Mudcrab
11,122.3826357,-3.038267616,Mudcrab
12,122.3217088,-3.070791634,Mudcrab
13,122.5030344,-3.073489176,Mudcrab
14,121.051248,-3.132459461,Mudcrab
15,122.3946432,-3.121567838,Mudcrab
16,122.4590174,-3.148331995,Mudcrab
17,120.2585463,-3.077307816,Mudcrab
18,122.4421903,-3.198833236,Mudcrab
19,120.953523,-3.301833787,Mudcrab
20,120.4066485,-3.342243636,Mudcrab
21,122.3221395,-3.270378191,Mudcrab
22,122.3130808,-3.356312144,Mudcrab
23,122.298794,-3.405303313,Mudcrab
24,120.3949972,-3.502192977,Mudcrab
25,122.2915068,-3.503821279,Mudcrab
26,122.2450562,-3.56884707,Mudcrab
27,123.0708724,-3.54201614,Mudcrab
28,122.2663359,-3.66284518,Mudcrab
29,120.4287395,-3.687563358,Mudcrab
30,122.3229523,-3.709126439,Mudcrab
31,122.3623254,-3.740817832,Mudcrab
32,122.4010501,-3.738131347,Mudcrab
33,122.4703531,-3.802407017,Mudcrab
34,122.5063457,-3.856255058,Mudcrab
35,122.5261452,-3.883858364,Mudcrab
36,122.6238268,-3.893118499,Mudcrab
37,120.3574965,-3.909128975,Mudcrab
38,122.5693732,-3.894737496,Mudcrab
39,121.2684528,-3.873587891,Mudcrab
40,122.6349756,-3.943556213,Mudcrab
41,122.6098632,-3.985756289,Mudcrab
42,122.6503918,-4.005597455,Mudcrab
43,123.1683846,-4.008992622,Mudcrab
44,121.5115665,-4.032093321,Mudcrab
45,122.6605053,-4.055076211,Mudcrab
46,122.9772716,-4.030551204,Mudcrab
47,122.970753,-4.160034032,Mudcrab
48,123.2494806,-4.067548767,Mudcrab
49,121.5935828,-4.163969854,Mudcrab
50,122.7872976,-4.094755523,Mudcrab
51,122.682512,-4.141634762,Mudcrab
52,122.8170251,-4.111951828,Mudcrab
53,122.8284858,-4.141150941,Mudcrab
54,122.7066453,-4.141320672,Mudcrab
55,122.7368291,-4.140878914,Mudcrab
56,122.7715141,-4.153102691,Mudcrab
57,122.9021098,-4.172781803,Mudcrab
58,123.0763912,-4.249610062,Mudcrab
59,121.5107588,-4.378633934,Mudcrab
60,120.3717621,-4.295175181,Mudcrab
61,122.6980066,-4.34712959,Mudcrab
62,122.6907832,-4.379393256,Mudcrab
63,122.7653814,-4.403444304,Mudcrab
64,122.8818493,-4.412317613,Mudcrab
65,122.5969082,-4.428893792,Mudcrab
66,122.984043,-4.407733259,Mudcrab
67,122.7358328,-4.420231438,Mudcrab
68,122.8411712,-4.43933724,Mudcrab
69,122.8060042,-4.43310917,Mudcrab
70,122.4244499,-4.445793856,Mudcrab
71,122.4929544,-4.454068655,Mudcrab
72,122.7517538,-4.493984118,Mudcrab
73,122.7026214,-4.484887423,Mudcrab
74,122.3116875,-4.481614559,Mudcrab
75,122.6659453,-4.496385487,Mudcrab
76,122.6839749,-4.493377923,Mudcrab
77,122.206441,-4.498496108,Mudcrab
78,122.8864714,-4.497745686,Mudcrab
79,122.726779,-4.529366344,Mudcrab
80,122.1245089,-4.535227699,Mudcrab
81,122.6908845,-4.566960102,Mudcrab
82,123.1657956,-4.532328941,Mudcrab
83,122.0584856,-4.618220925,Mudcrab
84,122.7260134,-4.566521888,Mudcrab
85,122.742541,-4.566528014,Mudcrab
86,122.327325,-4.579653946,Mudcrab
87,122.8499678,-4.582390279,Mudcrab
88,122.3508256,-4.587538877,Mudcrab
89,123.1984896,-4.642069819,Mudcrab
90,122.7187034,-4.597536048,Mudcrab
91,122.320024,-4.617238937,Mudcrab
92,122.627132,-4.636048577,Mudcrab
93,121.4646579,-4.642770697,Mudcrab
94,122.3527971,-4.69300817,Mudcrab
95,122.7316954,-4.640254116,Mudcrab
96,122.3886405,-4.64320648,Mudcrab
97,122.8346201,-4.675266811,Mudcrab
98,122.7325157,-4.683807612,Mudcrab
99,122.4231778,-4.671128191,Mudcrab
100,122.8444514,-4.749753332,Mudcrab
101,122.3046419,-4.700522234,Mudcrab
102,122.4660916,-4.726355872,Mudcrab
103,122.3840854,-4.697479639,Mudcrab
104,122.4708602,-4.70772806,Mudcrab
105,122.0369493,-4.712916198,Mudcrab
106,122.3998484,-4.715585821,Mudcrab
107,123.2102453,-4.713551947,Mudcrab
108,121.5177317,-4.7428588,Mudcrab
109,122.7321134,-4.726197052,Mudcrab
110,122.352044,-4.733635139,Mudcrab
111,122.0369244,-4.731006965,Mudcrab
112,123.1258825,-4.755598524,Mudcrab
113,122.0414106,-4.74684274,Mudcrab
114,122.7420552,-4.774395226,Mudcrab
115,123.0447659,-4.766320028,Mudcrab
116,122.0706648,-4.783064751,Mudcrab
117,122.8451963,-4.805325179,Mudcrab
118,122.0954342,-4.803450459,Mudcrab
119,123.1685688,-4.824384475,Mudcrab
120,121.6362422,-4.816253749,Mudcrab
121,123.0084906,-4.825159222,Mudcrab
122,123.0371569,-4.827958415,Mudcrab
123,123.1155875,-4.839096438,Mudcrab
124,122.8226435,-4.833428757,Mudcrab
125,122.3438511,-4.791458797,Mudcrab
126,121.75015,-4.845542611,Mudcrab
127,123.0689584,-4.849691221,Mudcrab
128,123.0080939,-4.889994266,Mudcrab
129,123.2046526,-4.858299137,Mudcrab
130,120.3419892,-4.846033429,Mudcrab
131,122.8176534,-4.880922448,Mudcrab
132,122.3382707,-4.914491489,Mudcrab
133,122.0579009,-4.859411623,Mudcrab
134,122.7345378,-4.869586445,Mudcrab
135,121.9049897,-4.881345772,Mudcrab
136,121.9916052,-4.893757402,Mudcrab
137,122.8240368,-4.924800088,Mudcrab
138,123.0107472,-4.935226763,Mudcrab
139,122.9949622,-4.944273413,Mudcrab
140,122.3769388,-4.988021917,Mudcrab
141,122.7964948,-5.028676969,Mudcrab
142,122.7547696,-5.03469363,Mudcrab
143,122.3826305,-5.056685591,Mudcrab
144,122.9761665,-5.060975673,Mudcrab
145,121.8623326,-5.0780655,Mudcrab
146,121.9785325,-5.085948582,Mudcrab
147,121.9354914,-5.089270681,Mudcrab
148,121.9092171,-5.090809536,Mudcrab
149,122.35017,-5.097171927,Mudcrab
150,122.7802317,-5.102099413,Mudcrab
151,120.2870763,-5.091395118,Mudcrab
152,121.9822233,-5.128918779,Mudcrab
153,122.312492,-5.150466936,Mudcrab
154,121.8441003,-5.139784152,Mudcrab
155,123.028796,-5.136261921,Mudcrab
156,122.0363115,-5.155233992,Mudcrab
157,122.0032245,-5.160107561,Mudcrab
158,122.9808098,-5.172494667,Mudcrab
159,123.0685817,-5.168790341,Mudcrab
160,121.822277,-5.186303962,Mudcrab
161,122.9400672,-5.196444902,Mudcrab
162,123.1054987,-5.192543771,Mudcrab
163,122.05656,-5.189335291,Mudcrab
164,122.7998238,-5.203201009,Mudcrab
165,122.3076475,-5.226598079,Mudcrab
166,122.0640259,-5.224774106,Mudcrab
167,123.1416011,-5.228722907,Mudcrab
168,121.8061293,-5.227602703,Mudcrab
169,122.7501775,-5.243892165,Mudcrab
170,122.0451758,-5.259721119,Mudcrab
171,121.7699828,-5.25742966,Mudcrab
172,122.526315,-5.287217173,Mudcrab
173,121.7981367,-5.278965538,Mudcrab
174,123.2025247,-5.265394635,Mudcrab
175,122.0570063,-5.301717431,Mudcrab
176,121.8342329,-5.33134993,Mudcrab
177,122.4297576,-5.31718159,Mudcrab
178,122.6881018,-5.312843189,Mudcrab
179,123.1912659,-5.338272945,Mudcrab
180,122.0388879,-5.347327217,Mudcrab
181,122.4905109,-5.322081197,Mudcrab
182,122.6467166,-5.348252412,Mudcrab
183,124.353213,-5.347614955,Mudcrab
184,122.4782213,-5.37074763,Mudcrab
185,123.1519507,-5.380428952,Mudcrab
186,122.4127657,-5.391795579,Mudcrab
187,123.6407982,-5.403501762,Mudcrab
188,122.518817,-5.39641181,Mudcrab
189,123.1152056,-5.404991504,Mudcrab
190,121.9140742,-5.41146092,Mudcrab
191,122.6355837,-5.414020279,Mudcrab
192,122.9410011,-5.422093931,Mudcrab
193,123.0000363,-5.415260838,Mudcrab
194,122.5594169,-5.421319766,Mudcrab
195,122.6015474,-5.411548849,Mudcrab
196,123.7408626,-5.486608132,Mudcrab
197,121.9701808,-5.486180171,Mudcrab
198,123.7969154,-5.537330754,Mudcrab
199,122.8505036,-5.523234315,Mudcrab
200,123.7495872,-5.545394622,Mudcrab
201,122.8978959,-5.561691793,Mudcrab
202,123.8191359,-5.583745987,Mudcrab
203,120.3758159,-5.540053555,Mudcrab
204,122.8685448,-5.593348491,Mudcrab
205,119.8699594,-5.609857405,Mudcrab
206,122.7150309,-5.622694589,Mudcrab
207,123.927574,-5.82102244,Mudcrab
208,120.4506817,-6.209437843,Mudcrab
209,120.4332679,-6.63027315,Mudcrab
210,121.1203014,-7.31590103,Mudcrab
211,120.6327222,-7.076196246,Mudcrab
212,122.9421035,-4.089088171,Mudcrab
213,123.0679631,-4.795780058,Mudcrab
214,122.3235246,-4.646329883,Mudcrab
215,122.3512836,-4.650345428,Mudcrab
216,122.3299957,-4.689137543,Mudcrab
